State,District,Crop,Season,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21
MZ,SAIHA,Other Kharif pulses,Kharif,0.3,0.25641025641025644,0.8,0.7,0.75,0.8,1.2,1.2,1.3333333333333333,,
MZ,SERCHHIP,Other Kharif pulses,Kharif,0.8539325842696629,0.8498888888888888,0.8518518518518519,0.84,0.8620689655172413,0.8620689655172413,0.8662420382165605,0.8671641791044776,0.896551724137931,,
MZ,AIZAWL,Potato,Kharif,6.923076923076923,1.7727272727272727,,,,,,1,,,
MZ,CHAMPHAI,Potato,Kharif,10.034146341463414,8.528455284552846,,10.892857142857142,,10.433734939759036,5.423076923076923,14.5,1.4285714285714286,,
MZ,KOLASIB,Potato,Rabi,8.767676767676768,7.0546875,7.017391304347826,7.049180327868853,7.038461538461538,7,,,,,
MZ,LAWNGTLAI,Potato,Kharif,8.529411764705882,8,,7.666666666666667,5.133333333333334,6,5.538461538461538,5.557142857142857,6.454545454545454,,
MZ,LUNGLEI,Potato,Rabi,4.090909090909091,2.659090909090909,3.039473684210526,3,,,0.2857142857142857,0.5,0.5666666666666667,,
MZ,MAMIT,Potato,Rabi,2.5,9.065217391304348,9,8.816326530612244,4.5,1.6666666666666667,,5.884615384615385,5.142857142857143,,
MZ,SAIHA,Potato,Rabi,6,4,,4.625,4.6923076923076925,1,,0.9166666666666666,,,
MZ,SERCHHIP,Potato,Kharif,6.76,,,,,,,,,,
MZ,AIZAWL,Rapeseed &Mustard,Rabi,0.6,0.8,1,,,0.5052631578947369,,,,,
MZ,CHAMPHAI,Rapeseed &Mustard,Kharif,,,,3.8,2.5,1.0119402985074626,,6,0.8333333333333334,,
MZ,KOLASIB,Rapeseed &Mustard,Rabi,0.7392638036809815,0.7604790419161677,0.717948717948718,0.8483412322274881,0.8591549295774648,0.8697674418604651,0.8715596330275229,0.8721461187214612,0.8995433789954338,,
MZ,LAWNGTLAI,Rapeseed &Mustard,Rabi,,,,1,1,0.6,0.65,0.65,0.6666666666666666,,
MZ,LUNGLEI,Rapeseed &Mustard,Kharif,0.9545454545454546,3.1538461538461537,0.625,1.7142857142857142,0.8636363636363636,0.9,0.8333333333333334,0.3333333333333333,0.5263157894736842,,
MZ,MAMIT,Rapeseed &Mustard,Rabi,,0.4,0.3333333333333333,0.5,0.5,0.75,0.6666666666666666,0.42857142857142855,0.5,,
MZ,SAIHA,Rapeseed &Mustard,Rabi,,,,,,0.7894736842105263,,,,,
MZ,SERCHHIP,Rapeseed &Mustard,Rabi,1.52,,,1.488888888888889,1.5,1.5,1.5342465753424657,1.2000000000000002,0.6995884773662552,,
MZ,AIZAWL,Rice,Autumn,0.9361790302527974,1.0631911532385465,1.1175095001461561,1.2000665778961386,1.3942931258106355,1.3998044965786902,1.396788990825688,1.3866133866133865,1.4257721687147127,,
MZ,CHAMPHAI,Rice,Autumn,1.0186206896551724,1.0734584450402145,1.1966101694915254,1.149946447697251,1.1208740120874012,1.149976492712741,1.0329768270944741,1.2196061808793497,1.2727810650887574,,
MZ,KOLASIB,Rice,Autumn,0.8727678571428571,1.0625258799171842,1.151980198019802,1.1883187772925765,1.2210663198959688,1.3259515570934257,1.339389534883721,1.3353474320241692,1.3869731800766283,,
MZ,LAWNGTLAI,Rice,Autumn,0.5597165991902834,0.7651515151515151,1.0805,1.160759493670886,1.200058668231153,1.2080392758514882,1.2089041095890412,1.1997693574958814,1.1897707231040564,,
MZ,LUNGLEI,Rice,Autumn,1.0766431171055448,1.168671963677639,1.1096573208722742,1.2,1.202917771883289,1.177673483070734,1.299781181619256,1.242465346954347,1.1537444933920704,,
MZ,MAMIT,Rice,Autumn,0.8134380050796582,1.021222945997058,0.8508474576271187,0.9093333333333333,0.9,1.2,1.2266666666666666,0.8546538285190279,0.9327983951855566,,
MZ,SAIHA,Rice,Autumn,0.7893258426966292,1.0991649269311066,1.1922222222222223,0.9395348837209302,0.9617391304347827,1.098169717138103,1.0753768844221105,1.0662337662337662,1.1428571428571428,,
